id,margin,n_labels,goal1_id,goal1_label,goal1_score,goal2_id,goal2_label,goal2_score
6241,0.004149,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.478447,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.474298
6280,0.003209,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.39867,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.395461
6300,0.030885,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.603836,G3_biodiversity_interactions,How different components of biodiversity interact,0.572951
6302,0.047558,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.637809,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.590251
6303,0.053835,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.645298,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.591462
6304,0.055306,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.634105,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.578799
6305,0.052667,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.632508,G3_biodiversity_interactions,How different components of biodiversity interact,0.579841
6306,0.054338,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.639803,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.585465
6320,0.019486,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.497796,G3_biodiversity_interactions,How different components of biodiversity interact,0.47831
6340,0.003841,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.499592,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.495751
6360,0.009585,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.587328,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.577743
6362,0.036536,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.526479,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.489943
6363,0.001136,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.4149,G3_biodiversity_interactions,How different components of biodiversity interact,0.413764
6380,0.023388,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.521907,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.498519
6381,0.002731,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.524957,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.522227
6400,0.070831,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.652995,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.582163
6440,0.004698,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.405666,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.400968
6460,0.009892,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.51947,G3_biodiversity_interactions,How different components of biodiversity interact,0.509579
6461,0.009394,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.496127,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.486733
6482,0.032635,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.596573,G3_biodiversity_interactions,How different components of biodiversity interact,0.563937
6500,0.011108,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.532488,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.521379
6540,0.01608,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.573516,G3_biodiversity_interactions,How different components of biodiversity interact,0.557436
6541,0.015352,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.576093,G3_biodiversity_interactions,How different components of biodiversity interact,0.560741
6542,0.024426,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.477201,G3_biodiversity_interactions,How different components of biodiversity interact,0.452775
6543,0.022766,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.486073,G3_biodiversity_interactions,How different components of biodiversity interact,0.463307
6560,0.019057,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.537604,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.518547
6601,0.044527,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.49645,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.451923
6640,0.010734,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.426322,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.415588
6660,0.003921,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.496618,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.492697
6661,0.006532,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.491081,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.484549
6662,0.028652,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.468973,G3_biodiversity_interactions,How different components of biodiversity interact,0.44032
6664,0.043137,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.522897,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.47976
10008,0.030214,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.492121,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.461907
10021,0.018031,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.405859,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.387828
10022,0.008228,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.371823,G3_biodiversity_interactions,How different components of biodiversity interact,0.363595
10023,0.018296,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.327853,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.309558
10042,0.044562,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.443286,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.398724
10120,0.022395,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.602513,G3_biodiversity_interactions,How different components of biodiversity interact,0.580118
10160,0.009722,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.613117,G3_biodiversity_interactions,How different components of biodiversity interact,0.603395
10202,0.020616,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.513949,G3_biodiversity_interactions,How different components of biodiversity interact,0.493333
10204,0.013098,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.587009,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.573912
10220,0.018,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.478089,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.460089
10280,0.012242,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.492023,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.47978
10282,0.007348,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.479815,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.472467
10300,0.062776,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.482322,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.419546
10301,0.061476,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.48368,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.422204
10320,0.001628,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.556156,G3_biodiversity_interactions,How different components of biodiversity interact,0.554528
10321,0.000538,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.407344,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.406806
10322,0.010734,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.604421,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.593687
10341,0.006127,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.58962,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.583494
10403,0.063553,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.488883,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.42533
10440,0.002303,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.396838,G3_biodiversity_interactions,How different components of biodiversity interact,0.394534
10441,0.023148,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.512504,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.489356
10461,0.023851,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.508242,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.484391
10462,0.034687,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.397098,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.36241
10464,0.036514,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.587767,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.551252
10480,0.041065,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.719835,G3_biodiversity_interactions,How different components of biodiversity interact,0.678771
10500,0.023766,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.588405,G3_biodiversity_interactions,How different components of biodiversity interact,0.564638
